# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Mar 05 20:42:08 PST 2025 [seed=1741236084154]
state	country.rates.Argentina.Brazil	country.rates.Argentina.Colombia	country.rates.Argentina.Ecuador	country.rates.Argentina.Venezuela	country.rates.Brazil.Colombia	country.rates.Brazil.Ecuador	country.rates.Brazil.Venezuela	country.rates.Colombia.Ecuador	country.rates.Colombia.Venezuela	country.rates.Ecuador.Venezuela	country.indicators.Argentina.Brazil	country.indicators.Argentina.Colombia	country.indicators.Argentina.Ecuador	country.indicators.Argentina.Venezuela	country.indicators.Brazil.Colombia	country.indicators.Brazil.Ecuador	country.indicators.Brazil.Venezuela	country.indicators.Colombia.Ecuador	country.indicators.Colombia.Venezuela	country.indicators.Ecuador.Venezuela	country.nonZeroRates
1149000	0.5818084101817638	0.8646176774115426	2.61107826773397	1.2546395588266617	1.0350817663472665	0.13506564317627107	0.737608124613357	0.5532949318586086	2.7344093358458323	1.1334222156066986	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	6.0
1150000	0.7168525179669212	1.1066871136233083	3.5537976436782057	0.9199499777112311	0.20948563137373843	0.060593781534639776	2.4357259731817598	3.9593169990061865	0.6362035573748531	0.28608704493499293	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	5.0
1151000	0.6172247915517406	0.8826722794469158	1.0628588664992222	1.1450352258611132	0.6072448409135895	0.04887358840500492	2.8762917009042743	2.2872346845603544	1.7741350405696465	0.4685281966753302	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	5.0
1152000	0.9994410361807122	0.4330188431592939	0.28964149135748524	1.1692179065416535	1.5406300247951765	0.3547310509323217	0.3012196425838157	2.326588786585382	0.8942417906129876	0.35301079857046225	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0
1153000	0.7425136321093747	0.7354980053927785	0.11184978409806913	0.6952920659504073	1.023944796930526	2.007877738150669	0.20948735830894183	0.27806427376664866	2.2385317553593396	0.6717542382559081	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1154000	1.5119420993061865	0.22308910960702014	0.06215524838306842	0.6265910046286265	1.3583592559552864	3.627762645148187	0.2884141709361037	0.5847016422963895	2.6149634694060104	0.3001062126355535	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1155000	0.3000549486051316	0.31770904175866904	0.1173556042279717	0.16461564300015002	0.21867664898875958	0.4890952067124888	0.1727404612227691	0.1322253150211655	1.1283545538803061	0.6650071756888591	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1156000	0.3418587208223832	0.6932257411449769	1.0166385194299081	0.24740910467018656	0.15222780913226558	1.0404630885899053	1.3485489842291563	1.0635738113795001	0.7717413907234919	0.3120935039300585	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	7.0
1157000	0.09817966497240622	1.0545808712802036	0.36487927404242565	0.2939636607429035	0.7687923447624355	0.9038268632497686	0.2869818609239878	1.6004898892114343	0.7742797835272687	1.133581519616064	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1158000	0.6787977206847773	1.4469029556789577	0.5786635177197882	1.024400883921417	0.9098137626336807	2.6952568149535256	0.8355754380432456	1.2538388390046953	3.370891083607804	0.47315149944033313	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	6.0
1159000	2.554886735586233	5.223744984111605	1.0925605841761294	1.3175974912144273	0.33350733480391814	0.948723453378446	0.8392070171960836	1.1841965551853797	2.2000367727866776	0.19370344282582927	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1160000	0.7800648981515239	0.4579633432608447	0.8939845030318064	0.10574927840259846	0.1153340331216792	0.9774795454531966	0.9489936985484833	1.6582018675630341	1.0795524235835852	1.0001662089066763	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	4.0
1161000	0.2043375345840012	0.9902607193443004	0.4162924540458091	0.333257264059681	0.5733422169284375	1.0167349356590367	0.41976160561648374	1.3419198562610617	0.9078606156276791	0.4698523415916067	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1162000	0.58426259860029	1.0423840457891458	0.21580695371217604	0.5353525446655693	0.7190209341212651	0.7053082631066316	0.23456725018385652	1.9211435693785557	1.3379385262618584	0.5399707109504673	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1163000	0.15834950886216734	0.7281283219673244	0.1250688612408702	0.2601620092370183	3.0737742885816495	0.8806310169295689	0.44206894528506663	0.323338219324817	0.7804007389412568	0.1550677757656917	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	6.0
1164000	0.8312657863314592	0.2381941179083355	0.11321795607918166	0.2391349680774987	2.0461567324459824	0.3062271379784499	0.3304738223434545	0.21018824213373058	0.8118723493155058	0.5581327910916443	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1165000	0.21378775488351512	0.038661410416760036	0.0919572168642934	0.41867422283781786	0.18269213944117377	0.13312538448429775	0.06831772725197739	0.6348091941026637	1.7941825947860537	0.5810939818239437	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	6.0
1166000	5.061284025573651	0.018159006452683868	0.8729371714381162	2.085047983325483	2.4573910998848447	4.068196800124301	0.6409064290978079	0.379591841694774	0.7121511092555601	0.9569351242994636	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	6.0
1167000	1.7393320606737221	0.0013510624898608978	0.5471171298910374	1.3703666529667398	4.480997812435476	0.739886736351537	1.0429398667201706	0.6343137616741013	1.5233281326488364	1.5488247034356322	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	6.0
1168000	0.6833098185253056	0.00519986028166072	0.7586952723169845	0.7614610749530737	0.5327639803057715	2.3731286386540664	0.9122362418860955	1.064348295047969	1.7030910101595653	0.7488390351704572	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1169000	1.288784282828679	0.03969369411809747	0.7571330824506246	0.36281550382663413	1.201622718276511	0.7573438024427674	0.899517620966449	1.1939667995498382	2.563574984552489	0.4865935568157299	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	6.0
1170000	0.8394597611434933	0.368915929147563	1.1879358916000484	0.8419291977441206	0.29983635541416137	1.2568149874853234	0.27410619149644966	0.7217676877502749	1.9480384265972055	1.542596350238528	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0
1171000	1.1044492969509359	0.8940477926816068	0.6110473925485346	0.25611807708813983	1.376272666230377	2.514350549571009	1.0165034898038983	0.42110220151282357	2.71639822305126	2.305284563335723	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	7.0
1172000	0.5484241447220103	2.137060910159815	1.0742104113124342	0.22446444839189686	1.5068017536526408	3.1203640663530874	0.2277868435141033	0.7118400128901171	1.6767584291408526	0.29887888325818973	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	7.0
1173000	1.4406485860788032	1.6074242265050276	1.4178063495115167	0.2982447718644186	0.9203344902780287	0.6593879793748605	0.8854268250113738	0.16007445300533882	1.822820350539911	2.418257111939475	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1174000	2.373090700473137	1.6761174622622041	0.9771117525377684	1.066615332131566	0.20387054357888112	0.4827267466744706	0.24424846390529084	0.13847906698827894	1.0507503408767924	1.4913423790259963	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	6.0
1175000	0.35383679895303793	1.0754126604668697	0.44818253140221054	0.8225315983080448	1.018231168733516	0.28270365324369795	1.0356582667719254	0.4238087331442668	0.947099286393395	1.10066330184811	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	6.0
1176000	0.5329099562645562	0.30730792752050196	0.04465387362167341	0.39926704700982707	3.0840505555579285	1.1521866255819457	0.6987587366499042	0.18361783642179694	1.2217836944195892	0.5458900361246273	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	6.0
1177000	0.21825533239211234	0.44640825947543017	0.6389331915504347	0.17930877121888358	0.196199287596004	2.3828366181795513	0.1960366973330551	1.0846661139714109	0.554064802987917	0.43567538491662094	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1178000	0.5407991322707147	0.8390906833950443	0.14971149065578834	0.29229939941175975	0.033082796936603355	0.6676819861871388	0.10769748881666512	0.9143764034127628	0.3863770495255915	0.5829554836076559	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	6.0
1179000	1.813499886922574	0.7645472769523182	1.2587118547589167	0.6723514802144969	0.4686040759396899	0.17452504276108521	0.1933727211463924	1.2863082481173806	2.1414846897279483	1.3272308313204957	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1180000	1.4770345227337356	0.2258183954166959	0.0761577250454924	0.7768998424711837	0.4318848231653831	0.9801702107676956	0.06604660499779515	1.5435371273915106	1.5171638070106193	0.26433990498580895	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1181000	0.7643323681938767	0.2793832769788589	0.43742814834051846	0.2038684401043947	0.5277087757934006	2.6067683369795205	0.557719231131897	0.35086364645340257	1.397122836350268	1.2924987992907007	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	6.0
1182000	1.7100397483746133	0.63249671457859	1.504434942291874	0.6864608964680387	1.9451296168486365	0.7407379654238669	0.2984968771169249	0.1638946716027206	2.5455640193669207	2.0653338209649745	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1183000	1.596075070569193	0.11419834903600752	2.838432984487348	0.6214405478766739	0.1987291065177879	0.6433551597460444	1.0619928369379095	1.4637547584094448	3.1578680671628945	3.3736889751209023	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1184000	0.9345971783516888	0.6281774084671883	0.4839623535472283	0.1243575852571262	0.5831213779637517	0.029551830715232808	0.8171118152362516	0.47985285956312634	1.5498517665275784	0.31492118165065747	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	8.0
1185000	0.28033463980049783	0.9765123590681379	2.7167349829248035	0.1090457153635516	1.5465212457491122	0.09706635483087729	0.13122169212768484	2.237013136584027	1.1760464231838166	0.257666795086551	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1186000	2.373397746377107	1.2420898027150689	0.5998193631649172	1.006514910501712	0.3135295280285393	0.20297513496271002	0.5104863532157843	1.614998594600837	1.741889995170194	0.6624752341312318	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
1187000	0.8348282174840935	2.439091867123921	2.812790267186853	1.0236164767679996	0.34334139636843264	0.11428365469932829	0.4412674144143678	1.816647218142171	3.0303029781581117	1.357707942682142	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1188000	1.255450952662179	1.1898473888263295	5.994889269814065	0.8927784602504565	2.226562092372995	0.12141391298546902	1.0074134916916837	2.2049716106870867	1.2115922234322296	0.7803865830292914	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	6.0
1189000	1.4526360948590091	0.5185503492418304	0.8445755041104182	0.7798052912908522	0.981972548378268	0.17175020353754442	0.3770242364561735	2.0634372929566096	2.1512480884074603	0.6982881763313326	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1190000	0.44922131680321226	1.78826688222211	0.340499728715655	0.41564839884898563	1.3511030869383391	0.06728759526340966	0.9774031701676857	1.0226170781033992	1.9920072356483767	0.7704018495487166	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1191000	0.8745410565068598	0.997872702264168	0.9209683903942927	0.9128524922873693	0.19150339114712495	0.0642621204742179	1.4409241906940593	0.3199248281435652	1.1060863399967076	0.778167753431631	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	5.0
1192000	0.7992534513283462	0.37259529547207754	0.17113348457576147	1.2234637717957206	0.08082740838866538	0.05062814269974476	4.0971919480157775	2.1741171531141275	1.202157283513084	2.2664533293066933	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0
1193000	3.4113158622615796	0.5462170563433743	2.5196468795009195	2.8177253191287686	0.03537638898034926	0.02389240124331483	1.1365893053980236	0.8074270466833373	3.8041948435843986	0.6446719256238453	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1194000	1.6984518470768073	0.24081128360993828	1.0422175973889554	2.5008783197760756	0.07729397766481154	0.031111056742363044	0.47582806946403	0.4909027898005182	2.263698503910479	1.9885129415192537	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1195000	0.4407722321288847	0.12299881699749526	0.1480484025477561	0.33979390320485053	0.5928326415830509	0.004096349408085496	0.3374271906759364	0.9437029778975847	2.248303266558872	2.380997450810038	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	7.0
1196000	1.1295730207104375	0.8744020994062129	0.21939009117000136	0.7106373891641029	0.39978712610935696	0.12234160758279512	0.8928068469593706	1.1019015276406885	0.5364979457840849	0.07452425903621737	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0
1197000	0.42071938126203434	1.0970585124569545	0.04949370318070596	0.6361351343525433	0.1595859766875017	0.10673580797703654	0.29433191453322627	1.1762212624450221	0.8283622012013121	0.743815580657221	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1198000	1.147671678741664	1.1685159553944449	0.12634773031270988	0.40903048867507813	0.12833916373035517	0.12432254548674043	0.4982779083892169	0.8441119548264902	1.1459532647000612	0.9900349418289822	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1199000	0.5024238535636997	0.6686058442901174	0.5218080252466873	0.904775838753378	0.15310363876135735	0.08880911708455594	0.4319652158228183	0.5338590702271986	1.3625048839061003	0.8295305208302856	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
1200000	2.457245254797147	0.6355036944357185	0.31896895573460016	0.3586646499501209	0.9643886431097557	0.10212228755461383	1.1265653561428144	2.0310606077508586	1.1402737046197058	2.3096977373334697	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0
1201000	0.3153122161556897	0.5256738014745471	3.064964655902982	0.37904146363646035	0.7990823447631262	0.04784396059907091	0.4515940754980091	0.19938167278472432	1.732914177355827	0.6893259809811968	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1202000	0.5104190755930252	0.5841795354410706	2.833865269995429	1.9450386378644011	2.00570149405188	0.10548057100444477	0.6831138781385754	1.755984558981333	0.9786418687452642	1.1406778856927933	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	4.0
1203000	0.9617947084951308	0.5699621679520906	0.16632170237372393	0.43055773898559035	0.05201572439054373	0.023556228649630633	0.4761188643975535	1.8241215688628614	1.332056513718032	1.3426067226747065	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	7.0
1204000	1.1494985591516667	1.0260578307381345	0.05649051730283913	0.7961180731890325	0.8985667793531714	0.11225597239754924	0.028685165836616934	1.5620552363786422	0.9585153178378735	0.3150055438136086	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0
1205000	0.3951884557491321	0.8702253787719706	0.23627950992177532	0.14969850071637372	0.3220252663667552	0.03728758493629356	0.09384916463828247	3.1156092401164153	0.9486395265123019	0.42243411829142474	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	6.0
1206000	1.3055875613225132	0.3833724402266624	1.0270824288431715	0.6312968832370576	0.10350194573235204	0.1364704950309049	0.37891440166987184	0.18424496181943745	0.7829460841610217	0.1670554933709734	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0
1207000	1.1116050908003898	2.26417644517396	1.1533433877051842	0.6132571082934106	0.12592222469192818	0.03001270206971655	0.2187896391581134	0.25031746746596795	2.3611772947309753	0.395910450503093	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	7.0
1208000	0.9687414505569297	0.0926251738608467	0.7453284837195346	0.627911875781622	0.5009088728899916	0.002669964034277643	0.5716808754801638	1.379193489305675	1.0331406417738553	0.8313511688751019	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	6.0
1209000	0.7535460502182489	0.031012361567170566	0.4991956919397588	1.1777310290538812	0.9032684350081908	0.029380940902649606	0.9569684919335296	0.19795876586744224	1.887976759630805	0.8036770396996438	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	6.0
1210000	0.9886253596205726	0.01263456801774708	3.151186240260907	1.165352488324413	0.18232085004307444	0.04353675778405296	1.0927368006100673	0.25172327307971093	2.3431604853988586	0.9494977112174848	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	6.0
1211000	0.28725075843116127	0.18310709774620712	1.1938032036300825	0.7029263989123369	2.96856497882526	0.1136759327240576	0.8369895015914135	0.8809086990909967	1.3134226201033739	1.5184290882784566	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	6.0
1212000	1.344530717500737	0.5628931304763014	0.7181638176398115	0.3029398642623207	2.1037418817604	2.0845329108012467	0.6228450205944158	0.7845908712156613	2.5273105210527755	1.4457920207160955	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1213000	3.243495586735425	0.22931606797758036	1.4164673999489044	0.9231850083558808	1.2040184700892278	1.7291665454805856	0.7116667664365753	2.045836026632172	1.2161453674410614	0.3133368253354557	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	6.0
1214000	1.6149158143071294	1.7097355117720134	0.6098242268517776	0.541081650768905	1.2322908994231707	0.48620731549571744	0.3512390732375888	0.5557033391070537	1.3946726105300837	1.0169611769612015	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1215000	1.510765610379965	0.4928987269953746	0.21938613624649672	0.051962499987368876	0.38179357011759196	0.5516682935711208	0.24679784964978793	3.5846875407597594	0.7234689447945868	0.505079849418012	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1216000	0.6244730599630667	0.7910042755923852	0.06653686294143275	0.1608726720814534	0.8334480023910232	0.0396691817128479	0.20720303964349482	0.900696896196108	1.6745390124686732	0.9742838233343478	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	6.0
1217000	0.8377384522262142	1.061655452727531	0.47028825695236043	0.038867962134029925	0.9771843732638621	0.301911950829561	0.21375036400818906	0.5214245274079878	0.6359908222998494	0.1620207415580815	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1218000	0.6847150369275731	0.9019099966494809	1.7458318737155747	0.04978248972551349	1.945724010790647	1.1397470140606671	0.1541470047013108	1.3244338262882769	0.705096078965922	0.2745686637156761	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1219000	0.5098495709711663	2.6897389992207343	0.23532956723207127	0.12290679779551511	0.5315667086309233	1.9986588510790804	0.13951010621352275	1.6884271757092508	0.27837626838240237	0.07977155948775433	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1220000	1.7070917821018312	0.5620369371738007	0.17248233602755483	0.7835100995875283	0.06233539408060595	3.974764668777793	0.5299281205574911	0.5199697959170764	1.1964246397941898	0.31367654938267875	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	6.0
1221000	1.222984466037066	2.0165101017946507	0.6242116295242498	0.43090309936797705	0.03210231915384074	2.8372138109933616	0.884764583238491	0.778928810843359	1.0013381091825917	0.9034274686386333	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1222000	1.84232762361344	4.907583169893474	0.29882727805520815	1.2236698524638292	0.01833747643638286	0.7950462748299517	0.8772357406656273	0.7749073595261906	0.8692567518610715	0.9481580241823271	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	6.0
1223000	0.7979822135272185	0.9276491738878043	0.9578403269736112	1.8686882343936446	0.14793031670890897	1.1091358025707938	0.19049795722542626	0.501957693439626	0.8379969660865407	2.9806311894520157	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0
1224000	0.8020754539979502	0.6320899658078367	1.498774410085922	1.1636897402316804	1.0529359729601337	0.5609747801528344	0.8569210449232696	2.9367950010427144	2.5938483708931424	1.9912909941672892	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1225000	0.9158661742404658	0.5081536811009693	1.0455850042621853	1.2903842836325503	2.1558938483297956	1.3843417860141245	4.172751107996065	1.4924525007679714	1.7645042360486944	0.6617744866787593	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1226000	3.8156038978638	1.27025997465324	1.209591778405586	0.7741488703487992	0.5850352590031607	1.1980881576198876	1.213379849465979	1.6580617559323272	3.239264302903237	0.9864248129304847	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1227000	3.7338545085866763	2.273503878357194	0.09802398423780322	1.3170913739620582	1.2051995534457736	0.1463241337662758	0.7568153045205828	3.392005939138288	1.9653623931027735	1.2693401369584953	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1228000	1.6117188256517647	1.7078481498185754	0.16381358238823843	0.4941515638599954	0.8756116962601947	1.4125193517916763	0.7080807280281866	1.2519514313487994	1.4997135814052507	1.0960041330574732	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	6.0
1229000	1.652951880897605	4.413202026420292	0.0692942982903891	0.6656616856175107	0.9256967892950475	1.6107100121899565	1.07235393716634	1.5301906403192786	0.988905949879666	0.5398689035602584	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1230000	2.2930758749679687	1.6502478970798902	0.36261209666388594	0.4041698840779159	0.24789401488650029	0.556855914614302	0.49413590580349165	1.0232125993043908	2.761497837410972	1.307320293908412	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	6.0
1231000	2.7349075535579694	0.46499642273236724	0.5523680618162384	0.6427719871437224	0.08832400520099493	3.0736862984587434	0.6318956692796607	0.8510253991022261	2.2043588033351824	1.0266904070938423	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	6.0
1232000	2.463129489590156	0.9137398271770816	0.737427252451183	0.7136367431577839	0.31749516771137576	0.4090284669728777	0.6738077315704726	1.3175329003402265	3.7982248131431247	0.6353805549020461	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1233000	0.45529360601887725	0.6253061131733856	0.5963446180555958	0.19764100511108798	0.4406828962799933	0.14143164319394005	0.12701450454043456	0.27684129967482163	0.8134053460067404	0.6108317065635658	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	6.0
1234000	0.30863647128095195	0.11238938393660414	1.674873771903566	0.12419431531851986	0.11721654331901912	1.1076099343834485	0.20604074344965062	1.3049561134869547	0.7769181830463407	0.19284312002912893	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	7.0
1235000	0.7044896812874012	0.4386865394274834	0.6071489346012847	0.16657995026125996	0.9605190800988956	0.15800295107811388	0.21155592023696168	1.521755038014371	0.7284702586611647	0.7254390489844671	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1236000	0.7684086247934148	0.055415788512047724	1.067357254542284	1.1081135207079142	1.416967487934039	0.060281353012635965	0.2906265416723353	0.2601826074292507	0.8868428649036962	0.33113486253075486	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	6.0
1237000	1.7203204449601779	0.3355942001867385	0.834557707876771	0.8532168034229517	0.1765434280897686	0.02858708567490159	0.4483319586993398	0.28103861800368457	0.8609982369085443	0.7722934445910914	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	6.0
1238000	0.38881716301050495	0.4635634738456423	3.473322383593516	0.9807413114814275	3.326223405477563	0.06562739435236668	0.23985713461862437	0.24954378274788835	1.8407190696415334	0.4531205025672658	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1239000	0.6515317163192673	0.9249086571129636	0.8195391495367417	0.27591550832494105	1.6214593888194486	0.27112443827569016	0.5196432308598978	0.11903719307764976	2.2613832772908506	1.5282586440940233	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	6.0
1240000	1.201976715755697	0.9653723927961195	1.832143711481848	0.666695491901113	1.2699455338183612	0.22753162871269958	0.9449188474815228	3.2598928805340934	2.6122389133652613	0.48488420082386846	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	7.0
1241000	1.189512368191108	0.39636239490101743	1.322541376300308	0.640000200358206	1.1114600687180698	0.2145763160650161	0.16394361985365055	0.3039252296775938	1.547959483185173	0.30897527875076514	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1242000	1.637775719377182	0.612152365157924	0.6767649366181276	0.568480876075827	2.841779017034922	0.18147761416827077	0.8641917902242763	0.9780016768715059	1.8666691776214874	1.1946784831109696	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1243000	1.3328179478741626	0.8266213819241846	0.8697757647946	0.30458459098892715	0.2725031996803582	0.04152296920238016	0.5980313266890996	0.6721848828007415	2.0428782247486654	1.2614747386394007	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1244000	0.3030915308871	2.3215410312396494	0.5528062449424693	1.3148088610922535	1.492774421866333	0.046507794012530565	0.29325798778694945	0.588924987681033	1.1359412641652744	1.501401698881987	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
1245000	0.2308339184913937	0.44661850382306206	2.436515385753342	0.4861235785802875	2.1451185312773458	0.20303724859062267	0.5983384215569035	0.10842104469023069	2.2656035199016213	0.5543003318805081	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	8.0
1246000	1.738463177090616	0.7331510677434703	0.11920758481425539	0.7783469564882595	2.031644826036787	0.08879325090213679	0.03165155913582145	0.660508759953053	1.692228780167827	0.5449166945269639	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	8.0
1247000	1.4691739623753022	0.2864741683484619	1.1759118061032825	1.7872860485355286	0.9879708119363378	0.5120778544397758	0.20344243414490976	2.8077197236017906	3.804182316717371	0.2946930801115558	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0
